poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,imputed_sample_size,politician_id,politician,favorable,unfavorable,alternate_answers,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,"",,181554,1012,rv,,rv,,9/14/23 19:24,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,"",false,,1012,21,Chris Christie,26.0,58.0,16.0,4.0,21.0,28.0,31.0
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,"",,181555,1012,rv,,rv,,9/14/23 19:24,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,"",false,,1012,8249,Doug Burgum,11.0,23.0,66.0,2.0,9.0,13.0,10.0
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181406,1726,rv,,rv,,9/13/23 14:21,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,11,Donald Trump,41.0,54.0,4.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181408,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,3084,Ron DeSantis,33.0,48.0,18.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181410,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,6657,Nikki Haley,31.0,30.0,39.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181412,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,25,Mike Pence,23.0,62.0,14.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181414,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,42,Joe Biden,39.0,54.0,6.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181416,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,2712,Tim Scott,25.0,23.0,52.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181418,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,6597,Asa Hutchinson,9.0,25.0,66.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181420,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,21,Chris Christie,21.0,54.0,24.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181422,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,19009,Vivek G. Ramaswamy,22.0,35.0,44.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181424,1726,rv,,rv,,9/13/23 14:22,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,17604,Larry A. Elder,17.0,13.0,70.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181426,1726,rv,,rv,,9/13/23 14:24,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,8249,Doug Burgum,5.0,11.0,84.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181428,1726,rv,,rv,,9/13/23 14:24,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,4010,Will Hurd,6.0,11.0,84.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181430,1726,rv,,rv,,9/13/23 14:24,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,19014,Robert F. Kennedy,32.0,35.0,32.0,,,,
84138,396,Quinnipiac,"","",Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,9/7/23,9/11/23,,"",,181432,1726,rv,,rv,,9/13/23 14:24,"",https://poll.qu.edu/poll-release?releaseid=3878,"",false,,1726,3846,Marianne Williamson,8.0,20.0,72.0,,,,
84159,1347,Cygnal Political,"","",Cygnal,67,Cygnal,A,,,9/4/23,9/6/23,,"",,181564,2000,lv,,lv,,9/14/23 19:25,"",https://www.cygn.al/wp-content/uploads/2023/09/Cygnal-September-National-Deck.pdf,"",false,,2000,42,Joe Biden,44.2,52.1,3.7,25.2,19.0,11.1,41.0
84159,1347,Cygnal Political,"","",Cygnal,67,Cygnal,A,,,9/4/23,9/6/23,,"",,181565,2000,lv,,lv,,9/14/23 19:25,"",https://www.cygn.al/wp-content/uploads/2023/09/Cygnal-September-National-Deck.pdf,"",false,,2000,11,Donald Trump,44.7,52.4,3.0,27.9,16.7,9.2,43.2
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,"",,180987,1500,a,,a,,9/6/23 12:52,"",https://docs.cdn.yougov.com/8ssfdycdra/econtoplines.pdf,"",false,,1500,11,Donald Trump,40.0,58.0,2.0,22.0,18.0,11.0,47.0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,"",,180988,1329,rv,,rv,,9/6/23 12:52,"",https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,"",false,,1329,11,Donald Trump,43.0,56.0,1.0,25.0,18.0,9.0,47.0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,"",,180993,1500,a,,a,,9/6/23 12:52,"",https://docs.cdn.yougov.com/8ssfdycdra/econtoplines.pdf,"",false,,1500,42,Joe Biden,41.0,55.0,4.0,18.0,23.0,12.0,43.0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,"",,180994,1329,rv,,rv,,9/6/23 12:52,"",https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,"",false,,1329,42,Joe Biden,44.0,56.0,1.0,22.0,22.0,10.0,46.0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,"",,180996,1500,a,,a,,9/6/23 12:52,"",https://docs.cdn.yougov.com/8ssfdycdra/econtoplines.pdf,"",false,,1500,3084,Ron DeSantis,36.0,46.0,18.0,15.0,21.0,10.0,36.0
84095,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/2/23,9/5/23,,"",,180997,1329,rv,,rv,,9/6/23 12:52,"",https://docs.cdn.yougov.com/ze05ewgo9y/econTabReport.pdf,"",false,,1329,3084,Ron DeSantis,42.0,48.0,9.0,19.0,23.0,10.0,38.0
84097,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,"",,181084,1022,lv,,lv,,9/6/23 20:02,"",https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,"",false,,1022,42,Joe Biden,40.0,57.0,3.0,18.0,23.0,13.0,44.0
84097,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,"",,181088,1022,lv,,lv,,9/6/23 20:02,"",https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,"",false,,1022,11,Donald Trump,40.0,57.0,3.0,23.0,18.0,8.0,49.0
84097,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,"",,181090,1022,lv,,lv,,9/6/23 20:02,"",https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,"",false,,1022,3084,Ron DeSantis,35.0,48.0,17.0,13.0,22.0,10.0,38.0
84097,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,"",,181092,1022,lv,,lv,,9/6/23 20:02,"",https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,"",false,,1022,25,Mike Pence,29.0,58.0,13.0,8.0,21.0,24.0,34.0
84097,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,"",,181094,1022,lv,,lv,,9/6/23 20:02,"",https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,"",false,,1022,6657,Nikki Haley,32.0,34.0,35.0,9.0,22.0,15.0,19.0
84097,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,"",,181096,1022,lv,,lv,,9/6/23 20:02,"",https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,"",false,,1022,2712,Tim Scott,28.0,26.0,46.0,9.0,20.0,10.0,16.0
84097,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,"",,181098,1022,lv,,lv,,9/6/23 20:02,"",https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,"",false,,1022,19009,Vivek G. Ramaswamy,36.0,34.0,30.0,17.0,19.0,11.0,23.0
84097,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,8/28/23,8/31/23,,"",,181100,1022,lv,,lv,,9/6/23 20:02,"",https://echeloninsights.com/in-the-news/august-verified-voter-omnibus/,"",false,,1022,21,Chris Christie,21.0,53.0,26.0,4.0,17.0,26.0,28.0
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/23,8/31/23,,"",,180934,1503,a,,a,,9/5/23 13:14,"",https://www.cnn.com/2023/09/05/politics/cnn-poll-trump-primary-criminal-charges/index.html,"",false,,1503,11,Donald Trump,35.0,56.0,8.0,,,,
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/23,8/31/23,,"",,180935,,rv,,rv,,9/5/23 13:14,"",https://www.cnn.com/2023/09/05/politics/cnn-poll-trump-primary-criminal-charges/index.html,"",false,,,11,Donald Trump,36.0,57.0,7.0,,,,
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/23,8/31/23,,"",,181182,1503,a,,a,,9/7/23 09:21,"",https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,"",false,,1503,42,Joe Biden,35.0,58.0,7.0,,,,
84078,1361,SSRS,143,CNN,SSRS,297,SSRS,C+,Probability Panel,,8/25/23,8/31/23,,"",,181183,1259,rv,,rv,,9/7/23 09:21,"",https://www.cnn.com/2023/09/07/politics/cnn-poll-joe-biden-headwinds/index.html,"",false,,1259,42,Joe Biden,36.0,60.0,4.0,,,,
84133,1805,Verasight,"","",Verasight,774,Verasight,,Probability Panel/Online Ad,,8/18/23,8/31/23,,"",,181328,5356,a,,a,,9/12/23 12:36,"",https://verasight-genz-2023.tiiny.co/#opinions-of-notable-figures,"",false,,5356,11,Donald Trump,47.0,48.0,5.0,37.0,10.0,19.0,29.0
84133,1805,Verasight,"","",Verasight,774,Verasight,,Probability Panel/Online Ad,,8/18/23,8/31/23,,"",,181329,5356,a,,a,,9/12/23 12:36,"",https://verasight-genz-2023.tiiny.co/#opinions-of-notable-figures,"",false,,5356,42,Joe Biden,51.0,44.0,5.0,38.0,13.0,22.0,22.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180900,1500,rv,,rv,,9/4/23 09:19,"",https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,1500,42,Joe Biden,39.0,58.0,3.0,17.0,23.0,9.0,49.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180901,1500,rv,,rv,,9/4/23 09:19,"",https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,1500,11,Donald Trump,39.0,58.0,3.0,27.0,12.0,6.0,52.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180902,1500,rv,,rv,,9/4/23 09:19,"",https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,1500,3084,Ron DeSantis,37.0,55.0,8.0,14.0,22.0,9.0,46.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180903,1500,rv,,rv,,9/4/23 09:19,"",https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,1500,25,Mike Pence,21.0,68.0,10.0,3.0,18.0,26.0,43.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180904,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,750,6657,Nikki Haley,34.0,37.0,28.0,7.0,28.0,17.0,21.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180905,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,750,2712,Tim Scott,33.0,32.0,34.0,9.0,24.0,14.0,18.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180906,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,750,19009,Vivek G. Ramaswamy,27.0,38.0,35.0,9.0,18.0,10.0,28.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180907,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,750,21,Chris Christie,26.0,63.0,11.0,4.0,22.0,23.0,40.0
84074,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,Live Phone/Text-to-Web,,8/24/23,8/30/23,,"",,180909,750,rv,,rv,,9/4/23 09:20,split sample,https://www.wsj.com/politics/elections/bidens-age-economic-worries-endanger-re-election-in-2024-wsj-poll-finds-67a7bba8,"",false,,750,19014,Robert F. Kennedy,35.0,44.0,21.0,8.0,27.0,13.0,31.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180660,1500,a,,a,,8/30/23 10:29,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,11,Donald Trump,39.0,57.0,4.0,24.0,15.0,11.0,46.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180661,1303,rv,,rv,,8/30/23 10:29,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,11,Donald Trump,41.0,57.0,1.0,27.0,14.0,9.0,48.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180666,1500,a,,a,,8/30/23 10:30,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,42,Joe Biden,40.0,57.0,3.0,17.0,23.0,13.0,44.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180667,1303,rv,,rv,,8/30/23 10:30,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,42,Joe Biden,43.0,55.0,1.0,20.0,23.0,9.0,46.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180669,1500,a,,a,,8/30/23 10:30,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,6657,Nikki Haley,29.0,39.0,33.0,8.0,21.0,18.0,21.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180670,1303,rv,,rv,,8/30/23 10:30,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,6657,Nikki Haley,35.0,43.0,22.0,10.0,25.0,19.0,24.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180672,1500,a,,a,,8/30/23 10:30,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,21,Chris Christie,22.0,55.0,24.0,4.0,18.0,25.0,30.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180673,1303,rv,,rv,,8/30/23 10:30,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,21,Chris Christie,24.0,63.0,13.0,4.0,20.0,29.0,34.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180675,1500,a,,a,,8/30/23 10:30,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,2712,Tim Scott,28.0,31.0,42.0,11.0,17.0,13.0,18.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180676,1303,rv,,rv,,8/30/23 10:30,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,2712,Tim Scott,33.0,34.0,32.0,13.0,20.0,14.0,20.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180678,1500,a,,a,,8/30/23 10:30,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,19009,Vivek G. Ramaswamy,27.0,35.0,37.0,8.0,19.0,12.0,23.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180679,1303,rv,,rv,,8/30/23 10:30,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,19009,Vivek G. Ramaswamy,33.0,39.0,28.0,11.0,22.0,12.0,27.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180681,1500,a,,a,,8/30/23 10:30,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,6597,Asa Hutchinson,15.0,34.0,51.0,2.0,13.0,16.0,18.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180682,1303,rv,,rv,,8/30/23 10:30,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,6597,Asa Hutchinson,17.0,41.0,43.0,2.0,15.0,20.0,21.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180684,1500,a,,a,,8/30/23 10:30,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,8249,Doug Burgum,12.0,23.0,66.0,2.0,10.0,11.0,12.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180685,1303,rv,,rv,,8/30/23 10:30,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,8249,Doug Burgum,13.0,25.0,61.0,2.0,11.0,12.0,13.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180687,1500,a,,a,,8/30/23 10:31,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,4010,Will Hurd,10.0,23.0,67.0,3.0,7.0,11.0,12.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180688,1303,rv,,rv,,8/30/23 10:31,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,4010,Will Hurd,12.0,25.0,63.0,3.0,9.0,12.0,13.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180690,1500,a,,a,,8/30/23 10:31,"",https://docs.cdn.yougov.com/aif0ri8ye5/econtoplines.pdf,"",false,,1500,17604,Larry A. Elder,23.0,25.0,53.0,8.0,15.0,10.0,15.0
84039,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,8/26/23,8/29/23,,"",,180691,1303,rv,,rv,,8/30/23 10:31,"",https://docs.cdn.yougov.com/eqlqwyoypg/econTabReport.pdf,"",false,,1303,17604,Larry A. Elder,27.0,24.0,48.0,10.0,17.0,8.0,16.0
