model_date,timestamp,cycle,state,created_at,start_date,end_date,election_date,pollster_rating_name,pollster_rating_id,poll_id,question_id,url,partisan,tracking,sample_size,methodology,population,party,candidate_name,pct,raw_sample_size,days_til_election,candidates_tested,poll_sample_size_weight,med_date,number_options,tested_third_party,excludesthirdparty,undecided,numeric_grade,pollster_wt,has_pollster_rating,n_polls_pollster_per_date,number_polls_in_window,frequency_weight,n_states_polled_per_date,number_states_polled_in_window,geo_volume_weight,combined_frequency_weight,cumulative_poll_wt,methodology_simple,response_num,response_cat,state_num,state_abb,region_computed,region_census_big,region_census_small,region,region_num,response,pollster,pollster_coded,state_pollster,state_pollster_coded,mode,mode_coded,day_of_timeline,major_candidate_still_running
2024-11-04,2024-11-04T20:14:20Z,2024,Washington,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89329,216180,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,54,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,7,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,53,WA,Pacific,West,Pacific,Pacific,5,54,449,94,WA449,502,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Washington,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89329,216180,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,39,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,7,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,53,WA,Pacific,West,Pacific,Pacific,5,39,449,94,WA449,502,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Virginia,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89328,216179,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,51,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,4,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,52,VA,Southeast,South,South Atlantic,Southeast,9,51,449,94,VA449,491,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Virginia,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89328,216179,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,45,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,4,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,52,VA,Southeast,South,South Atlantic,Southeast,9,45,449,94,VA449,491,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Pennsylvania,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89327,216178,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,48,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,5,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,48,449,94,PA449,425,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Pennsylvania,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89327,216178,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,47,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,5,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,47,449,94,PA449,425,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,New York,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89326,216177,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,57,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,2,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,38,NY,Northeast,Northeast,Middle Atlantic,Northeast,4,57,449,94,NY449,379,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,New York,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89326,216177,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,41,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,2,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,38,NY,Northeast,Northeast,Middle Atlantic,Northeast,4,41,449,94,NY449,379,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,New Jersey,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89325,216176,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,57,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,3,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,36,NJ,Northeast,Northeast,Middle Atlantic,Northeast,4,57,449,94,NJ449,341,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,New Jersey,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89325,216176,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,40,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,3,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,36,NJ,Northeast,Northeast,Middle Atlantic,Northeast,4,40,449,94,NJ449,341,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Missouri,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89324,216175,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,39,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,7,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,28,MO,South,Midwest,West North Central,South,8,39,449,94,MO449,209,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Missouri,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89324,216175,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,54,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,7,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,28,MO,South,Midwest,West North Central,South,8,54,449,94,MO449,209,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Minnesota,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89323,216174,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,51,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,5,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,26,MN,Rust Belt,Midwest,East North Central,Rust Belt,7,51,449,94,MN449,201,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Minnesota,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89323,216174,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,44,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,5,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,26,MN,Rust Belt,Midwest,East North Central,Rust Belt,7,44,449,94,MN449,201,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Michigan,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89322,216173,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,49,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,4,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,49,449,94,MI449,171,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Michigan,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89322,216173,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,47,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,4,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,47,449,94,MI449,171,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Florida,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89321,216172,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,44,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,5,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,10,FL,Southeast,South,South Atlantic,Southeast,9,44,449,94,FL449,68,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Florida,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89321,216172,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,51,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,5,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,10,FL,Southeast,South,South Atlantic,Southeast,9,51,449,94,FL449,68,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,California,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89320,216171,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,DEM,Kamala Harris,64,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,4,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,1,DEM,5,CA,Pacific,West,Pacific,Pacific,5,64,449,94,CA449,43,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,California,2024-11-04,2024-11-02,2024-11-03,2024-11-05,Research Co.,449,89320,216171,https://researchco.ca/2024/11/04/states-us-2024/,NA,NA,450,Online Panel,lv,REP,Donald Trump,32,450,2,Donald Trump Kamala Harris,0.6708203932499369,2024-11-02,2,0,1,4,2.4,1.1881770515720091,TRUE,1,1,1,11,11,0.7483364058434822,1,1.1881770515720091,Online Non-Prob Panel,2,REP,5,CA,Pacific,West,Pacific,Pacific,5,32,449,94,CA449,43,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Georgia,2024-11-04,2024-11-02,2024-11-03,2024-11-05,InsiderAdvantage,243,89319,216169,https://insideradvantage.com/insideradvantage-georgia-survey-trump-leads-by-one-in-potentially-chaotic-georgia-election/,NA,NA,800,Text,lv,DEM,Kamala Harris,47.7,800,2,Donald Trump Kamala Harris,0.8944271909999159,2024-11-02,2,0,1,3.5999999999999943,2,1.0846522890932808,TRUE,1,1,1,1,9,0.7503729859171349,1,1.0846522890932808,Includes Text-to-Web,1,DEM,11,GA,Southeast,South,South Atlantic,Southeast,9,47.7,243,51,GA243,86,Includes Text-to-Web,3,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Georgia,2024-11-04,2024-11-02,2024-11-03,2024-11-05,InsiderAdvantage,243,89319,216169,https://insideradvantage.com/insideradvantage-georgia-survey-trump-leads-by-one-in-potentially-chaotic-georgia-election/,NA,NA,800,Text,lv,REP,Donald Trump,48.7,800,2,Donald Trump Kamala Harris,0.8944271909999159,2024-11-02,2,0,1,3.5999999999999943,2,1.0846522890932808,TRUE,1,1,1,1,9,0.7503729859171349,1,1.0846522890932808,Includes Text-to-Web,2,REP,11,GA,Southeast,South,South Atlantic,Southeast,9,48.7,243,51,GA243,86,Includes Text-to-Web,3,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,National,2024-11-04,2024-11-01,2024-11-03,2024-11-05,TIPP Insights,144,89318,216168,https://tippinsights.com/tipp-tracking-day-22-trump-and-harris-in-a-dead-heat-just-before-election-day/,NA,TRUE,1411,Online Panel,lv,DEM,Kamala Harris,48.3,1411,2,Cornel West Donald Trump Jill Stein Kamala Harris,1.1878552100319297,2024-11-02,4,0,1,2.9000000000000057,1.8,1.0289915108550531,TRUE,1,5,0.7566409297279129,0,1,0.882,0.7566409297279129,0.7785770934554972,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,48.3,144,30,NA144,224,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,National,2024-11-04,2024-11-01,2024-11-03,2024-11-05,TIPP Insights,144,89318,216168,https://tippinsights.com/tipp-tracking-day-22-trump-and-harris-in-a-dead-heat-just-before-election-day/,NA,TRUE,1411,Online Panel,lv,REP,Donald Trump,48.8,1411,2,Cornel West Donald Trump Jill Stein Kamala Harris,1.1878552100319297,2024-11-02,4,0,1,2.9000000000000057,1.8,1.0289915108550531,TRUE,1,5,0.7566409297279129,0,1,0.882,0.7566409297279129,0.7785770934554972,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,48.8,144,30,NA144,224,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Michigan,2024-11-03,2024-11-01,2024-11-03,2024-11-05,Trafalgar Group,338,89315,216148,https://www.thetrafalgargroup.org/wp-content/uploads/2024/11/MI-Gen-Pres-Poll-Report-1103.pdf,REP,NA,1079,IVR/Live Phone/Text/Online Panel/Email,lv,DEM,Kamala Harris,47.4,1079,2,Donald Trump Kamala Harris,1.0387492478938312,2024-11-02,2,0,1,4.800000000000011,0.7,0.6416889479197478,TRUE,1,1,1,3,8,0.765686720323607,1,0.6416889479197478,Includes Live Phone,1,DEM,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,47.4,338,75,MI338,166,Includes Live Phone,2,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Michigan,2024-11-03,2024-11-01,2024-11-03,2024-11-05,Trafalgar Group,338,89315,216148,https://www.thetrafalgargroup.org/wp-content/uploads/2024/11/MI-Gen-Pres-Poll-Report-1103.pdf,REP,NA,1079,IVR/Live Phone/Text/Online Panel/Email,lv,REP,Donald Trump,47.8,1079,2,Donald Trump Kamala Harris,1.0387492478938312,2024-11-02,2,0,1,4.800000000000011,0.7,0.6416889479197478,TRUE,1,1,1,3,8,0.765686720323607,1,0.6416889479197478,Includes Live Phone,2,REP,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,47.8,338,75,MI338,166,Includes Live Phone,2,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Wisconsin,2024-11-03,2024-11-01,2024-11-03,2024-11-05,Trafalgar Group,338,89314,216147,https://www.thetrafalgargroup.org/wp-content/uploads/2024/11/WI-Gen-Pres-Report-1103.pdf,REP,NA,1086,IVR/Live Phone/Text/Online Panel/Email,lv,DEM,Kamala Harris,48.2,1086,2,Donald Trump Kamala Harris,1.0421132376090423,2024-11-02,2,0,1,4.799999999999997,0.7,0.6416889479197478,TRUE,1,1,1,3,8,0.765686720323607,1,0.6416889479197478,Includes Live Phone,1,DEM,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,48.2,338,75,WI338,516,Includes Live Phone,2,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Wisconsin,2024-11-03,2024-11-01,2024-11-03,2024-11-05,Trafalgar Group,338,89314,216147,https://www.thetrafalgargroup.org/wp-content/uploads/2024/11/WI-Gen-Pres-Report-1103.pdf,REP,NA,1086,IVR/Live Phone/Text/Online Panel/Email,lv,REP,Donald Trump,47,1086,2,Donald Trump Kamala Harris,1.0421132376090423,2024-11-02,2,0,1,4.799999999999997,0.7,0.6416889479197478,TRUE,1,1,1,3,8,0.765686720323607,1,0.6416889479197478,Includes Live Phone,2,REP,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,47,338,75,WI338,516,Includes Live Phone,2,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Iowa,2024-11-03,2024-11-02,2024-11-03,2024-11-05,SoCal Research,851,89313,216146,https://substack.com/home/post/p-151135765,REP,NA,435,Online Panel,lv,DEM,Kamala Harris,44,435,2,Donald Trump Kamala Harris,0.6595452979136459,2024-11-02,2,0,1,3.799999999999997,NA,0.5,FALSE,1,1,1,1,6,0.7972581427776,0.7972581427776,0.3986290713888,Online Non-Prob Panel,1,DEM,16,IA,Rust Belt,Midwest,East North Central,Rust Belt,7,44,851,141,IA851,115,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Iowa,2024-11-03,2024-11-02,2024-11-03,2024-11-05,SoCal Research,851,89313,216146,https://substack.com/home/post/p-151135765,REP,NA,435,Online Panel,lv,REP,Donald Trump,52.2,435,2,Donald Trump Kamala Harris,0.6595452979136459,2024-11-02,2,0,1,3.799999999999997,NA,0.5,FALSE,1,1,1,1,6,0.7972581427776,0.7972581427776,0.3986290713888,Online Non-Prob Panel,2,REP,16,IA,Rust Belt,Midwest,East North Central,Rust Belt,7,52.2,851,141,IA851,115,Online Non-Prob Panel,7,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Pennsylvania,2024-11-03,2024-11-01,2024-11-03,2024-11-05,Trafalgar Group,338,89306,216128,https://www.thetrafalgargroup.org/news/pa-pres-1103/,REP,NA,1089,IVR/Live Phone/Text/Online Panel/Email,lv,DEM,Kamala Harris,46.7,1089,2,Donald Trump Kamala Harris,1.0435516278555652,2024-11-02,2,0,1,4.900000000000006,0.7,0.6416889479197478,TRUE,1,1,1,3,8,0.765686720323607,1,0.6416889479197478,Includes Live Phone,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,46.7,338,75,PA338,420,Includes Live Phone,2,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Pennsylvania,2024-11-03,2024-11-01,2024-11-03,2024-11-05,Trafalgar Group,338,89306,216128,https://www.thetrafalgargroup.org/news/pa-pres-1103/,REP,NA,1089,IVR/Live Phone/Text/Online Panel/Email,lv,REP,Donald Trump,48.4,1089,2,Donald Trump Kamala Harris,1.0435516278555652,2024-11-02,2,0,1,4.900000000000006,0.7,0.6416889479197478,TRUE,1,1,1,3,8,0.765686720323607,1,0.6416889479197478,Includes Live Phone,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,48.4,338,75,PA338,420,Includes Live Phone,2,89,0
2024-11-04,2024-11-04T20:14:20Z,2024,Nevada,2024-11-03,2024-11-01,2024-11-03,2024-11-05,Patriot Polling,732,89296,216091,https://patriotpolling.com/our-polls/f/final-2024-presidential-poll,NA,NA,792,IVR/Text-to-Web,rv,DEM,Kamala Harris,49.4,792,2,Donald Trump Kamala Harris,0.8899438184514796,2024-11-02,2,0,1,1.0999999999999943,1.1,0.8043996665398437,TRUE,1,1,1,7,8,0.765686720323607,1,0.8043996665398437,IVR/Mostly IVR,1,DEM,34,NV,Southwest,West,Southwest,Southwest,10,49.4,732,123,NV732,368,IVR/Mostly IVR,4,89,0
